"","locations.impact","locations.control","sublocations.within.locations","times.before","times.after","subtimes.within.times","replicates","trials","effect","sig.outcomes"
"1",1,2,1,3,1,1,1,125,-0.2,0.0175
"2",1,2,2,3,1,1,1,125,-0.2,0.0225
"3",1,2,3,3,1,1,1,125,-0.2,0.0625
"4",1,2,1,3,2,1,1,125,-0.2,0.0175
"5",1,2,2,3,2,1,1,125,-0.2,0.055
"6",1,2,3,3,2,1,1,125,-0.2,0.09
"7",1,2,1,3,3,1,1,125,-0.2,0.0275
"8",1,2,2,3,3,1,1,125,-0.2,0.0625
"9",1,2,3,3,3,1,1,125,-0.2,0.1125
"10",1,2,1,3,1,1,1,250,-0.2,0.03
"11",1,2,2,3,1,1,1,250,-0.2,0.0725
"12",1,2,3,3,1,1,1,250,-0.2,0.115
"13",1,2,1,3,2,1,1,250,-0.2,0.0425
"14",1,2,2,3,2,1,1,250,-0.2,0.1225
"15",1,2,3,3,2,1,1,250,-0.2,0.2425
"16",1,2,1,3,3,1,1,250,-0.2,0.0575
"17",1,2,2,3,3,1,1,250,-0.2,0.1925
"18",1,2,3,3,3,1,1,250,-0.2,0.295
"19",1,2,1,3,1,1,1,500,-0.2,0.0675
"20",1,2,2,3,1,1,1,500,-0.2,0.175
"21",1,2,3,3,1,1,1,500,-0.2,0.315
"22",1,2,1,3,2,1,1,500,-0.2,0.11
"23",1,2,2,3,2,1,1,500,-0.2,0.3
"24",1,2,3,3,2,1,1,500,-0.2,0.58
"25",1,2,1,3,3,1,1,500,-0.2,0.1975
"26",1,2,2,3,3,1,1,500,-0.2,0.465
"27",1,2,3,3,3,1,1,500,-0.2,0.71
"28",1,2,1,3,1,1,1,125,-0.4,0.125
"29",1,2,2,3,1,1,1,125,-0.4,0.305
"30",1,2,3,3,1,1,1,125,-0.4,0.4875
"31",1,2,1,3,2,1,1,125,-0.4,0.215
"32",1,2,2,3,2,1,1,125,-0.4,0.515
"33",1,2,3,3,2,1,1,125,-0.4,0.7225
"34",1,2,1,3,3,1,1,125,-0.4,0.325
"35",1,2,2,3,3,1,1,125,-0.4,0.6225
"36",1,2,3,3,3,1,1,125,-0.4,0.85
"37",1,2,1,3,1,1,1,250,-0.4,0.31
"38",1,2,2,3,1,1,1,250,-0.4,0.6075
"39",1,2,3,3,1,1,1,250,-0.4,0.82
"40",1,2,1,3,2,1,1,250,-0.4,0.5175
"41",1,2,2,3,2,1,1,250,-0.4,0.875
"42",1,2,3,3,2,1,1,250,-0.4,0.98
"43",1,2,1,3,3,1,1,250,-0.4,0.655
"44",1,2,2,3,3,1,1,250,-0.4,0.9475
"45",1,2,3,3,3,1,1,250,-0.4,0.99
"46",1,2,1,3,1,1,1,500,-0.4,0.6075
"47",1,2,2,3,1,1,1,500,-0.4,0.9425
"48",1,2,3,3,1,1,1,500,-0.4,0.985
"49",1,2,1,3,2,1,1,500,-0.4,0.8875
"50",1,2,2,3,2,1,1,500,-0.4,0.9925
"51",1,2,3,3,2,1,1,500,-0.4,1
"52",1,2,1,3,3,1,1,500,-0.4,0.93
"53",1,2,2,3,3,1,1,500,-0.4,0.9975
"54",1,2,3,3,3,1,1,500,-0.4,1
"55",1,2,1,3,1,1,1,125,-0.6,0.5275
"56",1,2,2,3,1,1,1,125,-0.6,0.8075
"57",1,2,3,3,1,1,1,125,-0.6,0.9375
"58",1,2,1,3,2,1,1,125,-0.6,0.76
"59",1,2,2,3,2,1,1,125,-0.6,0.965
"60",1,2,3,3,2,1,1,125,-0.6,0.9975
"61",1,2,1,3,3,1,1,125,-0.6,0.855
"62",1,2,2,3,3,1,1,125,-0.6,0.99
"63",1,2,3,3,3,1,1,125,-0.6,1
"64",1,2,1,3,1,1,1,250,-0.6,0.825
"65",1,2,2,3,1,1,1,250,-0.6,0.985
"66",1,2,3,3,1,1,1,250,-0.6,1
"67",1,2,1,3,2,1,1,250,-0.6,0.9675
"68",1,2,2,3,2,1,1,250,-0.6,0.9975
"69",1,2,3,3,2,1,1,250,-0.6,1
"70",1,2,1,3,3,1,1,250,-0.6,0.9875
"71",1,2,2,3,3,1,1,250,-0.6,1
"72",1,2,3,3,3,1,1,250,-0.6,1
"73",1,2,1,3,1,1,1,500,-0.6,0.9875
"74",1,2,2,3,1,1,1,500,-0.6,0.995
"75",1,2,3,3,1,1,1,500,-0.6,1
"76",1,2,1,3,2,1,1,500,-0.6,0.9975
"77",1,2,2,3,2,1,1,500,-0.6,1
"78",1,2,3,3,2,1,1,500,-0.6,1
"79",1,2,1,3,3,1,1,500,-0.6,0.9975
"80",1,2,2,3,3,1,1,500,-0.6,1
"81",1,2,3,3,3,1,1,500,-0.6,1
"82",1,2,1,3,1,1,1,125,-0.8,0.91
"83",1,2,2,3,1,1,1,125,-0.8,0.9875
