"","locations.impact","locations.control","sublocations.within.locations","times.before","times.after","subtimes.within.times","replicates","trials","effect","sig.outcomes"
"99",1,2,3,3,3,1,1,250,-0.8,1
"100",1,2,1,3,1,1,1,500,-0.8,1
"101",1,2,2,3,1,1,1,500,-0.8,1
"102",1,2,3,3,1,1,1,500,-0.8,1
"103",1,2,1,3,2,1,1,500,-0.8,1
"104",1,2,2,3,2,1,1,500,-0.8,1
"105",1,2,3,3,2,1,1,500,-0.8,1
"106",1,2,1,3,3,1,1,500,-0.8,1
"107",1,2,2,3,3,1,1,500,-0.8,1
"108",1,2,3,3,3,1,1,500,-0.8,1
